warehouse,product,alpha,unit_code,long_description,nominal_key,purchase_key,analysis_a,analysis_b,last_supplier,physical_qty,on_order_qty,current_cost,min_stock_level
ES,EN1445X90X70X30SHO,ROLLERS,EACH,RECOVERED ROLLERS 1445X90X70X30 SHORE,199,199,199ROLLERS,OBS,,0,0,0,0
ES,EN1445X93.5X70-30,ROLLERS,EACH,RECOVERED ROLLERS 1445X93.5X70 - 30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,456,0
ES,EN1445X93X70-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 1445X93X70-30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,416,0
ES,EN1450X105X80X30SHO,ROLLERS,EACH,EN1450X105X80X30SHO,199,199,199ROLLERS,OBS,BD49,0,0,0,0
ES,EN1450X115X95X30SHO,ROLLERS,EACH,ROLLER RECOVERED 1450X115X95 30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,0,0
ES,EN1450X120X100X30 SH,ROLLERS,EACH,RECOVERED ROLLERS1450X120X100X30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,565,0
ES,EN1450X120X100X30SHO,ROLLERS,EACH,EN1450X120X100X30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,614,0
ES,EN1450X95X70X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 1450X95X70 30 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,310,0
ES,EN203CTW10,ROLLERS,EACH,COATINGTOWER ROLLERS 203MM R600,199,199,199ROLLERS,OBS,BD49,0,0,824,0
ES,EN42319012,ROLLERS,EACH,COATING FORM ROLLER R800 RE6 09A 4231 90,199,199,199ROLLERS,OBS,BD49,0,0,0,0
ES,EN50TRFR04,ROLLERS,EACH,"TRANSFER ROLLERS 50MM,54MM,64MM S/M74",199,199,199ROLLERS,OBS,BD49,0,0,80.7471,0
ES,EN55FOME07,ROLLERS,EACH,FORME ROLLERS 55MM AND 70MM,199,199,199ROLLERS,OBS,BD49,0,0,144,0
ES,EN60TRFR05,ROLLERS,EACH,TRANSFERROLLERS 60MM,199,199,199ROLLERS,OBS,BD49,0,0,99.8,0
ES,EN740X60X36X30,ROLLERS,EACH,740X60X36X30 SHORE RECOVERED ROLLERS,199,199,199ROLLERS,OBS,BD49,0,0,162,0
ES,EN750X46X40-100SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X46X40-100,199,199,199ROLLERS,ROLLERS,BD49,0,0,62,0
ES,EN750X50X30-25SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X50X30-25 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,0,0
ES,EN750X50X30X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS750X50X30X30SHORE,199,199,199ROLLERS,ROLLERS,LD07,2,0,180,0
ES,EN750X50X38X30SHORE,ROLLERS,EACH,750X50X38X30SHORE RECOVERED ROLLERS,199,199,199ROLLERS,ROLLERS,LD07,1,0,190,0
ES,EN750X50X40X30SHORE,ROLLERS,EACH,RECOVERED750X50X40X30SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,142,0
ES,EN750X54X30X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS750X54X30X30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,120,0
ES,EN750X54X32X30SHORE,ROLLERS,EACH,RECOVERED750X54X32X30SHORE,199,199,199ROLLERS,ROLLERS,LD07,1,0,190,0
ES,EN750X54X33 X30SHOR,ROLLERS,EACH,750X54X33X30 SHORE RECOVERED ROLLERS,199,199,199ROLLERS,OBS,BD49,0,0,138,0
ES,EN750X54X35-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X54X35 -30 SHORE,199,199,199ROLLERS,ROLLERS,LD07,1,0,195,0
ES,EN750X55X30-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X55X30 -30 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,140,0
ES,EN750X55X36X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS750X55X36X30SHORE,199,199,199ROLLERS,OBS,BD49,0,0,145,0
ES,EN750X55X38X30SHORE,ROLLERS,EACH,750X55X38X30SHORE RECOVERED ROLLERS,199,199,199ROLLERS,ROLLERS,LD07,1,0,220,0
ES,EN750X60X36 30SHORE,ROLLERS,EACH,RECOVERED ROLLERS750X60X36 30SHORE,199,199,199ROLLERS,ROLLERS,LD07,1,0,250,0
ES,EN750X60X40-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X60X40-30SHORE,199,199,199ROLLERS,ROLLERS,LD07,1,0,200,0
ES,EN750X64X38 30 SHO,ROLLERS,EACH,RECOVERED ROLLERS750X64X38X30SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,0,0
ES,EN750X64X40-25,ROLLERS,EACH,RECOVERED ROLLERS750X64X40-25 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,152,0
ES,EN750X64X40-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X64X40-30SHORE,199,199,199ROLLERS,ROLLERS,LD07,0,0,230,0
ES,EN750X64X47X30SHORE,ROLLERS,EACH,RECOVERED750X64X47X30SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,216,0
ES,EN750X65X40-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X65X40 - 30 SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,0,0
ES,EN750X65X55X30,ROLLERS,EACH,750X65X55X30 SHORE RECOVERED ROLLERS,199,199,199ROLLERS,ROLLERS,BD49,0,0,180,0
ES,EN750X70X45X30SHORE,ROLLERS,EACH,RECOVERED ROLLERS750X70X45X30SHORE,199,199,199ROLLERS,ROLLERS,LD07,2,0,295,0
ES,EN750X70X50-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X70X50-30 SHORE,199,199,199ROLLERS,OBS,BD49,0,0,156,0
ES,EN750X70X55X30,ROLLERS,EACH,750X70X55X30 SHORE RECOVERED ROLLERS,199,199,199ROLLERS,OBS,BD49,0,0,200,0
ES,EN750X75X50-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS750X75X50 - 30SHORE,199,199,199ROLLERS,ROLLERS,LD07,1,0,290,0
ES,EN750X75X54X25SHORE,ROLLERS,EACH,750X75X54X25SHORE,199,199,199ROLLERS,OBS,BD49,0,0,185,0
ES,EN750X75X55X25 SHORE,ROLLERS,EACH,RECOVERED ROLLERS750X75X55X25 SHORE,199,199,199ROLLERS,OBS,LD07,0,0,290,0
ES,EN750X85X60-30SHORE,ROLLERS,EACH,RECOVERED ROLLERS 750X85X60-30 SHORE,199,199,199ROLLERS,ROLLERS,BD49,0,0,220,0
ES,EN750X85X65X25SHORE,ROLLERS,EACH,750X85X65X25SHORE,199,199,199ROLLERS,ROLLERS,LD07,3,0,360,0
ES,EN752X75X55,,EACH,DAMPER ROLLER,199,199,199ROLLERS,ROLLERS,BD49,0,0,271,0
ES,EN75FOME06,ROLLERS,EACH,FORME ROLLERS 75MM 93MM 100MM R 600,199,199,199ROLLERS,OBS,BD49,0,0,174,0
ES,EN75FOME08,ROLLERS,EACH,FORME ROLLERS 75MM 93MM 100MM R 600,199,199,199ROLLERS,OBS,BD49,0,0,260,0
ES,EN75FOME77,ROLLERS,EACH,ROLAND 600 ROLLERS 1040X100/75/65/54/50,RL1,RL1,RL1,ROLLERS,BD49,0,0,299.17,0
ES,EN75MPER01,ROLLERS,EACH,DAMPER ROLLERS 75MM AND 85MM,199,199,199ROLLERS,OBS,BD49,0,0,541,0
ES,EN765X85X60X30SHORE,ROLLERS,EACH,ROLLERS 765X85X60 30SHORE,,,199ROLLERS,ROLLERS,LD07,0,0,340,0
ES,EN765X85X64X40SHORE,ROLLERS,EACH,RECOVERED765X85X64X40SHORE ROLLERS,199,199,199ROLLERS,ROLLERS,BD49,1,0,345,0
ES,EN780X70X67,ROLLERS,EACH,OSCILLATING ROLLERS,199,199,199ROLLERS,ROLLERS,BD49,0,0,131,0
ES,EN93MPER02,ROLLERS,EACH,DAMPER ROLLERS 93MM  R600,199,199,199ROLLERS,OBS,BD49,0,0,370,0
ES,EN93TRFR06,ROLLERS,EACH,"TRANSFER ROLLERS 93MM,85,115 AND100MM",199,199,199ROLLERS,OBS,BD49,0,0,203.96793,0
ES,ENGTOPER11,ROLLERS,EACH,DAMPER ROLLERS 511 X 68 X  45,199,199,199ROLLERS,OBS,BD49,0,0,0,0
ES,ENTRFARE78,ROLLERS,EACH,SPEED MASTER ROLLERS 750MM,RL4,RL4,RL4,OBS,BD49,0,0,262.75,0
ES,ENWHEELR13,ROLLERS,EACH,WHEEL RECOVER 45 X 175 X 157MM,199,199,199ROLLERS,OBS,BD49,0,0,0,0
ES,ES55141300,BO,EACH,SEAL,BO,BO,BO,BO,,0,0,0,0
ES,FI60108400,BO,EACH,FINE FILTER,BO,BO,BO,BO,IB01,0,0,273.27,0
ES,FL44248600,BO,EACH,FLAT SPRING,BO,BO,BO,BO,IB01,0,0,10.28,0
ES,FL81230900,BO,EACH,FLAT SPRING,BO,BO,BO,BO,IB01,0,0,5.44,0
ES,FL92210900,BO,EACH,FLAT SPRING,BO,BO,BO,BO,IB01,0,0,36.88,0
ES,FO44008700,BO,EACH,FOOT,BO,BO,BO,BO,IB01,0,0,679.56,0
ES,FO44008800,BO,EACH,FOOT,BO,BO,BO,,IB01,0,0,914.14,0
ES,GASPISTONS,ROLAND,EACH,GAS PISTONS,199,199,199,ROLAND,FM01,4,0,34.67,0
ES,GL11000600,BO,EACH,GLISSA BUSHING,BO,BO,BO,BO,IB01,0,0,5.44,0
ES,GL11002700,BO,EACH,GLISSA BUSHING,BO,BO,BO,BO,IB01,0,0,5.44,0
ES,GL11017500,BO,EACH,GLISSA BUSHING,BO,BO,BO,BO,IB01,0,0,8.46,0
ES,GL11018500,BO,EACH,GLACIER BUSHING,BO,BO,BO,BO,IB01,0,0,5.44,0
ES,GL11038000,BO,EACH,GLISSA BUSHING,BO,BO,BO,BO,IB01,0,0,10.28,0
ES,GR900000GY,BOBST,EACH,GRIPPER BAR SP130,199,199,199,BOBST,IB01,0,0,5983.3667,0
ES,GU57162200,BO,EACH,GUIDE,BO,BO,BO,BO,IB01,0,0,73.76,0
ES,HB210PIN67,HEIDELBERG,EACH,SPRING PIN 2 X10,199,199,RL4,HEIDEL,IH01,1,0,0.32,0
ES,HB318PIN69,HEIDELBERG,EACH,SPRING PIN 3 X18 00.530.0233,RL4,RL4,RL4,HEIDEL,IH01,0,0,0.2,0
ES,HB515SPS13,HEIDELBERG,EACH,SPRINGS 51X5MM,199,199,199,OBS,Unknown,0,0,0,0
ES,HB54567701,HEIDELBERG,EACH,HEIDELBERG JACKETS (540)560X770MM,199,199,199,HEIDEL,CASH,2,0,250,0
ES,HB720JKT03,HEIDELBERG,EACH,JACKETS APS 720X540X9MM,199,199,199,OBS,BR03,0,0,0,0
ES,HB816PIN64,HEIDELBERG,EACH,STRAIGHT PIN 6H 8 X16,199,199,RL4,HEIDEL,IH01,1,0,0.4,0
ES,HB820JKT02,HEIDELBERG,EACH,JACKETS 570X820MM,199,199,199,OBS,Unknown,0,0,0,0
ES,HB900JKT04,HEIDELBERG,EACH,JACKETS 900X640(WITH50X25BENDS),199,199,199,OBS,Unknown,0,0,0,0
ES,HBADPLTE73,HEIDELBERG,EACH,ADAPTOR PLATE,RL4,RL4,RL4,HEIDEL,IH01,0,0,66.64,0
ES,HBBUSH0066,HEIDELBERG,EACH,BUSH,199,199,RL4,HEIDEL,IH01,1,0,12.04,0
ES,HBCBRUSH53,HEIDELBERG,EACH,CIRCULAR BRUSH CPL,RL6,RL6,RL6,HEIDEL,IH01,0,0,199.09,0
ES,HBCOMPRE31,HEIDELBERG,EACH,COMPRESSION SPRINGS,199,199,199,OBS,Unknown,0,0,0,0
ES,HBCRCLIP59,HEIDELBERG,EACH,CIRCLIP 25 X1.2,199,199,RL4,HEIDEL,IH01,1,0,0.4,0
ES,HBCUVRRS32,HEIDELBERG,EACH,CURVE ROLLERS 005A407590,199,199,199,OBS,ia01,0,0,0,0
ES,HBDIVDER51,HEIDELBERG,EACH,INK FOUNTAIN DIVIDER,199,199,RL4,HEIDEL,IH01,2,0,237.36,0
ES,HBGEARCK74,HEIDELBERG,EACH,GEAR RACK M2.015.451/02,RL4,RL4,RL4,HEIDEL,IH01,0,0,633.06,0
ES,HBGEARS045,HEIDELBERG,EACH,GEARS FOR ROLAND 800,199,199,199,OBS,Unknown,0,0,0,0
ES,HBGPRPTS10,HEIDELBERG,EACH,GRIPPER PLATES1451,199,199,199,OBS,Unknown,0,0,0,0
ES,HBGPRTIP27,HEIDELBERG,EACH,GRIPPER TIP PAD 305A 574330,199,199,199,OBS,Unknown,0,0,0,0
ES,HBGPRTIP33,HEIDELBERG,EACH,GRIPPER TIP 305A514330,199,199,199,OBS,ia01,0,0,0,0
ES,HBGR105P34,HEIDELBERG,EACH,GRIPPER PADS 105A563590,199,199,199,OBS,BQ20,0,0,143.48,0
ES,HBGR305P36,HEIDELBERG,EACH,GRIPPER PADS 305A563590,199,199,199,OBS,ia01,0,0,0,0
ES,HBGRIPER56,HEIDELBERG,EACH,GRIPPERS,RL4,RL4,RL4,HEIDEL,,0,0,0,0
ES,HBGRPADS54,HEIDELBERG,EACH,GRIPPER PADS SETS,RL4,RL4,RL4,HEIDEL,IH01,0,0,0,0
ES,HBGRPINS76,HEIDELBERG,EACH,GRIPPER PINS,199,199,199,HEIDEL,BQ20,0,0,54.35,0
ES,HBGRR205P35,HEIDELBERG,EACH,GRIPPER PADS 205A563590,199,199,199,OBS,ia01,0,0,0,0
ES,HBGSDPTE30,HEIDELBERG,EACH,SIDE PLATES M2 008 113,199,199,199,OBS,BR03,0,0,0,0
ES,HBGSPRIN29,HEIDELBERG,EACH,SPRINGS 66.028.010,199,199,199,OBS,HS30,0,0,0,0
ES,HBINKSLD55,HEIDELBERG,EACH,INK SLIDE MOTORS,RL2,RL2,RL2,HEIDEL,FM01,0,10,980.35167,0
ES,HBJOGGER62,HEIDELBERG,EACH,SLEET JOGGER,RL4,RL4,RL4,HEIDEL,IH01,0,0,361.99,0
ES,HBLIFTCH57,HEIDELBERG,EACH,DELIVERY TABLE LIFT CHAIN 5MT EACH,RL1,RL1,RL1,HEIDEL,IH01,0,0,1400,0
ES,HBM2GEAR06,HIDELBERGG,EACH,GEAR M2 505870/C,199,199,199,OBS,Unknown,0,0,0,0
ES,HBM3GEAR08,HEIDELBERG,EACH,GEAR M304001101,199,199,199,OBS,Unknown,0,0,0,0
ES,HBM4BGEAR9,HEIDELBERG,EACH,GEAR M451128/B,199,199,199,OBS,Unknown,0,0,0,0
ES,HBM4GEAR07,HEIDELBERG,EACH,GEAR M4 014223/A,199,199,199,OBS,Unknown,0,0,0,0
ES,HBM5SCREW61,HEIDELBERG,EACH,COUNTER SUNK SCREW,199,199,RL4,HEIDEL,IH01,1,0,0.2,0
ES,HBNBUSHG46,HEIDELBERG,EACH,NEEDLE BUSHING,RL3,RL3,RL3,HEIDEL,iH01,0,0,9.64,0
ES,HBPCLAMP48,HEIDELBERG,EACH,PLATE CLAMPS,RL4,RL4,RL4,OBS,IH01,0,0,1644.98,0
ES,HBPURAIL71,HEIDELBERG,EACH,PULL RAIL M2.072.221/01,RL4,RL4,RL4,HEIDEL,IH01,0,0,199.95,0
ES,HBRETNEN72,HEIDELBERG,EACH,RETAINER RING SW 35 00.550.0393,199,199,RL4,HEIDEL,IH01,1,0,0.4,0
ES,HBROLLER63,HEIDELBERG,EACH,SUPPORTING ROLLER NATR 6 X19 X12 P4,199,199,RL4,HEIDEL,IH01,1,0,204.22,0
ES,HBSERDRV38,HEIDELBERG,EACH,71.112.1311/03 SERVO DRIVE 98/536(60C),199,199,199,OBS,HS30,0,0,0,0
ES,HBSERMTR37,HEIDELBERG,EACH,71.1865311 SERVOMOTOR,199,199,199,OBS,ia01,0,0,0,0
ES,HBSFNGER52,HEIDELBERG,EACH,SHEET SEPARATOR FOR CARD BOARD,RL6,RL6,RL6,HEIDEL,IH01,0,0,68.82,0
ES,HBSHTSDR12,HEIDELBERG,EACH,SHEET STEADIER 2216,199,199,199,OBS,Unknown,0,0,0,0
ES,HBSHTSMS11,HEIDELBERG,EACH,SHEET SMOOTHERS,199,199,199,OBS,Unknown,0,0,0,0
ES,HBSLEEVE58,HEIDELBERG,EACH,SLEEVE,RL4,RL4,RL4,HEIDEL,IH01,1,0,12.04,0
ES,HBSLEEVE60,HEIDELBERG,EACH,SLEEVE,RL4,RL4,RL4,HEIDEL,IH01,0,0,554.39,0
ES,HBSLIDE47,HEIDELBERG,EACH,GEARED MOTORS 3050LO125 (INK SLIDEMOTORS,RL3,RL3,RL3,HEIDEL,IH01,0,0,748.29,0
ES,HBSPBOLT65,HEIDELBERG,EACH,SPRING BOLT,199,199,RL4,HEIDEL,IH01,1,0,19.99,0
ES,HBSPRING50,HEIDELBERG,EACH,COMPRESSION SPRING,RL6,RL6,RL6,HEIDEL,IH01,0,0,38.54,0
ES,HBSPRING68,HEIDELBERG,EACH,COMPRESSION SPRING,199,199,RL4,HEIDEL,IH01,1,0,8.03,0
ES,HBSTRGHT75,HEIDELBERG,EACH,STRAIGHT PIN M6 X20,199,199,RL4,HEIDEL,IH01,1,0,0.4,0
ES,HBSWHEAD70,HEIDELBERG,EACH,SWIVEL HEAD 51 6C 00.580.3795,199,199,RL4,HEIDEL,IH01,1,0,55.51,0
ES,HBSWUBBS14,HEIDELBERG,EACH,SORM WASH -UP BLADES,199,199,199,OBS,HS30,0,0,0,0
ES,HBSWUBDS14,HEIDELBERG,EACH,SORK & SORM WASH-UP BLADES618-2262IC009,199,199,199,OBS,Unknown,0,0,0,0
ES,HBUVLSFT23,HEIDELBERG,EACH,UNIVERSAL SHAFT COMPLETE,199,199,199,OBS,Unknown,0,0,0,0
ES,HBWASHUP49,HEIDELBERG,EACH,WASH UP BLADE,RL4,RL4,RL4,HEIDEL,IH01,0,0,0,0
ES,HBWASHUP80,HEIDELBERG,EACH,WASH UP BLADES L6,166,166,RL6,HEIDEL,IH01,0,0,54.14,0
ES,HBWMGEAR15,HEIDELBERG,EACH,6SETS GEARWORMMS L3 AND L4 SPEED MASTER,199,199,199,OBS,BR10,0,0,185,0
ES,HBWMGEAR79,HEIDELBERG,EACH,CROWN WHEEL AND WORM SHAFT L3 &L4,RL4,RL4,RL4,HEIDEL,IH01,0,0,150,0
ES,KN04508002,BO,EACH,KNURLED NUT,BO,BO,BO,BO,IB01,0,0,5.44,0
ES,KN91216400,BO,EACH,KNIFE,BO,,BO,BO,IB01,0,0,354.89,0
ES,KN97169600,BO,EACH,KNIFE,BO,BO,BO,BO,IB01,0,0,28.66,0
ES,KR023REL13,KRAUSE,EACH,RELAY 023-295,199,199,199,OBS,Unknown,0,0,0,0
ES,KR14031P30,KRAUSE,EACH,KRAUSE PNEUMATIC CYLINDER 14031 AD50,199,199,199,OBS,BI14,0,0,0,0
ES,KR17WRES31,KRAUSE,EACH,KRAUSE 17 WATT RESISTORS,199,199,199,OBS,BI14,0,0,0,0
ES,KR2345BU24,KRAUSE,EACH,BULBS 2345 0135 00,199,199,199,OBS,Unknown,0,0,0,0
ES,KR2460RF21,KRAUSE,EACH,RELAY 2460 003100,199,199,199,OBS,Unknown,0,0,0,0
ES,KR30RELA23,KRAUSE,EACH,RELAY 2460 0030 00,199,199,199,OBS,Unknown,0,0,0,0
ES,KR7005RH12,KRAUSE,EACH,REFLEX HEAD RK 7005,199,199,199,OBS,Unknown,0,0,0,0
ES,KR751RHE11,KRAUSE,EACH,REFLEX HEAD(023-129)751,199,199,199,OBS,Unknown,0,0,0,0
ES,KRBOB96V18,KRAUSE,EACH,BOBSTCOIL 96V,199,199,199,OBS,Unknown,0,0,0,0
ES,KREFHEAD08,KRAUSE,EACH,REFLEXHEADRK751 5,199,199,199,OBS,Unknown,0,0,0,0
ES,KRFG155W07,KRAUSE,EACH,FRAME FOR 155W LIW,199,199,199,OBS,,0,0,0,0
ES,KRFRAM9M05,KRAUSE,EACH,KRAUSE RUBBER FRAME 8X9MM HCP 04/2002,199,199,199,OBS,Unknown,0,0,0,0
ES,KRGSMOTO04,KRAUSE,EACH,GEARS FOR SHUTTERS & MOTOR 32779(SET),199,199,199,OBS,Unknown,0,0,0,0
ES,KRHOCUVL01,KRAUSE,EACH,HOC UV LAMPS,199,199,199,OBS,,0,0,0,0
ES,KRINCARD26,KRAUSE,EACH,INTERFACE CARD B2003,199,199,199,OBS,,0,0,0,0
ES,KRING05R20,KRAUSE,EACH,RING23177062 05,199,199,199,OBS,Unknown,0,0,0,0
ES,KRLAM130V15,KRAUSE,EACH,LAMP130VBA911(GLUER),199,199,199,OBS,Unknown,0,0,0,0
ES,KRLEVEMA19,KRAUSE,EACH,LEVER MANIPULATOR 23177049,199,199,199,OBS,Unknown,0,0,0,0
ES,KRMCRNW025,KRAUSE,EACH,MACHINE CROWN WHEEL,199,199,199,OBS,BQ20,0,0,0,0
ES,KRMOTO2K06,KRAUSE,EACH,KRAUSE MOTORKARTE K2 PART NO.10 16281,199,199,199,OBS,Unknown,0,0,0,0
ES,KRMTC10M09,KRAUSE,EACH,M.TAPE C.FOR CASSETTE RE.10MIN.11989,199,199,199,OBS,Unknown,0,0,0,0
ES,KRMTC30M10,KRAUSE,EACH,M.T.C.FOR CASSETTE REC.10MIN.12357,199,199,199,OBS,Unknown,0,0,0,0
ES,KRPROXID22,KRAUSE,EACH,PROXIMITY DETECTOR2448 031400,199,199,199,OBS,Unknown,0,0,0,0
ES,KRSDPIST03,KRAUSE,EACH,SEALS FOR F.EDELIVERY PISTONS 14199(SET),199,199,199,OBS,Unknown,0,0,0,0
ES,KRSFRAMS02,KRAUSE,EACH,SEALS FOR FRAME REAMS(SETS)14200,199,199,199,OBS,Unknown,0,0,0,0
ES,KRTYHUBA27,KRAUSE,EACH,SWITCH & VACCUM TYPE 625 VOF CP 51.00,199,199,199,OBS,,0,0,0,0
ES,LE57145100,BO,EACH,LEVER,BO,BO,BO,BO,IB01,0,0,51.99,0
ES,LE81017600,BO,EACH,LEVER,BO,BO,BO,BO,IB01,0,0,999.39,0
ES,LENVSKT400,ELECTR,EACH,16 AMP NOVA SOCKET,099,099,199,ELECTR,,0,0,0,0
ES,LTK500DC,MSC,EACH,LTK500 DRIVE CARD,199,199,199,MISC,Unknown,0,0,2700,0
ES,ME06065400,BO,EACH,MEMBRANE SP142,BO,BO,BO,BO,IB01,0,0,388.44,0
ES,MS1/2ELBOW71,MISC,EACH,1/2" ELBOW,199,199,199,OBS,BH09,0,0,0,0
ES,MS1/2UNION70,MISC,EACH,1/2"INCH UNION,199,199,199,OBS,BH09,0,0,0,0
ES,MS10CNR233,MISC,EACH,10MM INLINE CONNECTOR,199,199,199,OBS,,0,0,0,0
ES,MS10CON249,MISC,EACH,10MM IN LINE CONNECTOR,199,199,199,MISC,CASH,17,0,8.5,0
ES,MS10MDB238,MSC,EACH,10MM DRILL BIT HSS,199,199,199,MISC,BO01,8,0,5,0
ES,MS10MMS204,MISC,EACH,10MM COMBINATION SPANNER,199,199,199,OBS,BT35,0,0,0,0
ES,MS10NEBU55,MAINT,EACH,NEEDLE BUSHING 10-2987 203571,199,199,199,MISC,FG01,140,0,0.4102,0
ES,MS11/2WNL119,MISC,EACH,WIRE NAILS 11/2 INCHES (38MM),199,199,199,OBS,BC01,0,0,0,0
ES,MS120CFP22,MISC,EACH,CABINET FINISHING PAPER GT120,199,199,199,OBS,BO01,0,0,2.374,0
ES,MS125NE261,MISC,EACH,GRINDING STONE 125 X65 X32 MM,199,199,199,MISC,BE16,4,0,190,0
ES,MS12BAR220,MISC,EACH,12MM BORING BAR,199,199,199,MISC,BS01,0,0,11.3,0
ES,MS12HSS215,MISC,EACH,HSS 12MMX 100MM,199,199,199,OBS,BS01,0,0,27,0
ES,MS12MDB245,MISC,EACH,12MM MERSONARY DRILL BIT,199,199,199,OBS,BO01,0,0,5.5,0
ES,MS12OILS53,MAINT,EACH,OILSEALS 12-24-7 201268,199,199,199,MISC,CASH,5,0,40,0
ES,MS12PCON95,MISC,EACH,12MM PIPE CONECTORS,199,199,199,MISC,CASH,16,0,11,0
ES,MS12SCGD42,MISC,EACH,12mmS/C STENCILING M'C PUNCHES & DIES,199,199,199,OBS,Unknown,0,0,0,0
ES,MS13SOK131,MISC,EACH,13MM SOCKETS,199,199,199,MISC,BI10,0,0,0,0
ES,MS13SPA191,MISC,EACH,COMBINATION SPANNER 13MM,199,199,199,OBS,BT35,0,0,0,0
ES,MS14PSBS37,MISC,EACH,POWER SAW BLADES 350X32X1.6mm 14",199,199,199,OBS,BO01,0,0,49.5,0
ES,MS150GTS13,MISC,EACH,F/PSHEETS GT 150,199,199,199,OBS,Unknown,0,0,0,0
ES,MS16BIT214,MISC,EACH,MASSONARY DRILL BIT 16MM,199,199,199,OBS,BC07,0,0,20,0
ES,MS16HSS216,MISC,EACH,HSS 16MM X 16MM,199,199,199,OBS,BS01,0,0,56.574,0
ES,MS16PSBS38,MISC,EACH,POWER SAW BLADES 16" SA 957,199,199,199,MISC,BO01,3,0,0,0
ES,MS17SPA192,MISC,EACH,COMBINATION SPANNER 13MM,199,199,199,OBS,BT35,0,0,0,0
ES,MS180WPR23,MISC,EACH,WATER PROOF GT180,199,199,,OBS,Unknown,0,0,0.51,0
ES,MS19SPA193,MISC,EACH,COMBINATION 19MM SPANNER,199,199,199,OBS,BS23,0,0,0,0
ES,MS2020H254,MISC,EACH,HSS 20 X 20MM TOOL,199,199,199,MISC,CASH,1,0,117,0
ES,MS20BAR221,MISC,EACH,20MM BORING BARS,199,199,199,MISC,CASH,0,0,21.73,0
ES,MS20OILS52,MAINT,EACH,OILSEALS 20-40-10 201264,199,199,199,OBS,Unknown,0,0,0,0
ES,MS20PCUT16,MAINT,EACH,PERF NEEDLE CUTTERS 201230,199,199,199,MISC,FG01,46,0,1.6994,0
ES,MS20STK119,MISC,EACH,STUDLOCK 20MM,199,199,199,OBS,BS20,0,0,0,0
ES,MS21/2WNL121,MISC,EACH,WIRENAILS 21/2 INCHES (62MM),199,199,199,OBS,BH09,0,0,0,0
ES,MS215AW167,MISC,EACH,26 H 23 21 SAW BLADES,199,199,199,OBS,BC40,0,0,0,0
ES,MS21FTG148,MISC,EACH,901-17 C/W FITTINGS,199,199,199,OBS,Unknown,0,0,0,0
ES,MS220WPR24,MISC,EACH,WATER PROOF GT220,199,199,199,OBS,BR10,0,0,3.5,0
ES,MS24SAW166,MISC,EACH,26 H 23 24 SAW BLADE,199,199,199,OBS,BC40,0,0,0,0
ES,MS24THBS36,MISC,EACH,24TPI HACKSAW BLADES,199,199,199,MISC,BR10,0,0,4.2,0
ES,MS2A360141,MISC,EACH,WINE WHEEL 250 x 40 x 31.75 A36,199,199,199,OBS,BH04,0,0,100,0
ES,MS2WNAL120,MISC,EACH,WIRE NAILS 2 INCHES(50MM),199,199,199,OBS,BH09,0,0,0,0
ES,MS3/4ELBOW71,MISC,EACH,3/4 ELBOWS FOR GALVANISED,199,199,199,OBS,,0,0,0,0
ES,MS30SPA194,MISC,EACH,30MM COMBINATION SPANNER,199,199,199,OBS,,0,0,0,0
ES,MS315WRD28,MISC,KG,3.15MM WELDING RODS,199,199,199,MISC,BB40,0,0,5.8333333,0
ES,MS320WPR25,MISC,EACH,WATER PROOF PAPER GT 320,199,199,199,MISC,Unknown,0,0,0.58,0
ES,MS400WPR26,MISC,EACH,WATER PROOF PAPER 280X230 GT400,199,199,199,MISC,Unknown,0,0,0.521,0
ES,MS40STK179,MISC,EACH,NYLON STICKS 40MM O.D. X 1000MM,199,199,199,OBS,,0,0,0,0
